ID,Pred
2019_1113_1234,0.42219468590639
2019_1113_1235,0.2926906618639402
2019_1113_1242,0.27665045644211295
2019_1113_1243,0.27171104158148773
2019_1113_1246,0.18948524717720563
2019_1113_1251,0.5588621942546683
2019_1113_1257,0.29066055706004673
2019_1113_1261,0.2960775929324627
2019_1113_1266,0.3365814447885335
2019_1113_1268,0.31005889724299357
2019_1113_1276,0.15887985427845222
2019_1113_1277,0.1522977162483164
2019_1113_1278,0.4257199640869744
2019_1113_1279,0.42750492377761745
2019_1113_1280,0.3066866544967563
2019_1113_1285,0.7133102581164934
2019_1113_1293,0.46051937288529227
2019_1113_1295,0.8819597774986334
2019_1113_1297,0.6638387832918731
2019_1113_1300,0.9567802559735208
2019_1113_1305,0.3237339185240453
2019_1113_1308,0.4533869614256245
2019_1113_1314,0.1690591987492144
2019_1113_1318,0.6004100449337482
2019_1113_1326,0.4135147143354234
2019_1113_1328,0.39090174653273896
2019_1113_1330,0.626693369126474
2019_1113_1332,0.40107413599563346
2019_1113_1341,0.8847844178809056
2019_1113_1345,0.2247673436427307
2019_1113_1371,0.4568868357257601
2019_1113_1385,0.5671943336887042
2019_1113_1387,0.6211208941483897
2019_1113_1388,0.3797048802856735
2019_1113_1393,0.37753020509369334
2019_1113_1396,0.5348961905619564
2019_1113_1397,0.2073815078040511
2019_1113_1403,0.18437672071091027
2019_1113_1414,0.5402474878504742
2019_1113_1416,0.4077917003925597
2019_1113_1429,0.3779355285383255
2019_1113_1433,0.3610908749087127
2019_1113_1436,0.5744825721644046
2019_1113_1437,0.3387865625382118
2019_1113_1438,0.11225456495900732
2019_1113_1439,0.24324700592763637
2019_1113_1449,0.4210327569187089
2019_1113_1458,0.2309082549942342
2019_1113_1459,0.3104430037457704
2019_1113_1463,0.5993855504846974
2019_1120_1124,0.6839248752696164
2019_1120_1125,0.7268629512648188
2019_1120_1133,0.9212165473627688
2019_1120_1138,0.5428534811339009
2019_1120_1153,0.600971712535638
2019_1120_1159,0.8878140811752404
2019_1120_1181,0.31291142193977606
2019_1120_1192,0.9607893940281699
2019_1120_1196,0.5982489750902407
2019_1120_1199,0.48066157914382857
2019_1120_1205,0.9361656993508635
2019_1120_1209,0.8455681163063409
2019_1120_1211,0.32506710133174777
2019_1120_1222,0.4856189837428496
2019_1120_1233,0.9567629286557268
2019_1120_1234,0.6753901768249532
2019_1120_1235,0.5409295256359823
2019_1120_1242,0.5213119130361952
2019_1120_1243,0.5151149799875092
2019_1120_1246,0.39965056731138693
2019_1120_1251,0.7829570689377332
2019_1120_1257,0.538488464080782
2019_1120_1261,0.5449757312566691
2019_1120_1266,0.5909444712744225
2019_1120_1268,0.5613377742426645
2019_1120_1276,0.34974753167383227
2019_1120_1277,0.3384397117091089
2019_1120_1278,0.6785468479660972
2019_1120_1279,0.6801364092850664
2019_1120_1280,0.5574406807046861
2019_1120_1285,0.8763112450703386
2019_1120_1293,0.7085155055828342
2019_1120_1295,0.9551077119225903
2019_1120_1297,0.84901361432735
2019_1120_1300,0.9843838980345722
2019_1120_1305,0.5768297085239229
2019_1120_1308,0.702544045636676
2019_1120_1314,0.3668225428463116
2019_1120_1318,0.8105535490149803
2019_1120_1326,0.6675184370853946
2019_1120_1328,0.646322639234426
2019_1120_1330,0.8269973117434422
2019_1120_1332,0.6559833943896533
2019_1120_1341,0.9562687524634835
2019_1120_1345,0.4522310718271188
2019_1120_1371,0.7054849046683668
2019_1120_1385,0.7886571926446118
2019_1120_1387,0.8235730946902748
2019_1120_1388,0.6354422038560992
2019_1120_1393,0.633298232405472
2019_1120_1396,0.7660695562700712
2019_1120_1397,0.42694052271331245
2019_1120_1403,0.39161363073003863
2019_1120_1414,0.7699052191910767
2019_1120_1416,0.662249554229675
2019_1120_1429,0.6336986023562663
2019_1120_1433,0.6167566828676829
2019_1120_1436,0.7935733676553869
2019_1120_1437,0.5933256576592959
2019_1120_1438,0.2647394574731109
2019_1120_1439,0.47788383812268853
2019_1120_1449,0.6743446726822763
2019_1120_1458,0.4608918665995218
2019_1120_1459,0.5617797048160839
2019_1120_1463,0.8098972448300996
2019_1124_1125,0.5515402320047639
2019_1124_1133,0.843845522777685
2019_1124_1138,0.3543361544510938
2019_1124_1153,0.410390114806189
2019_1124_1159,0.7852852143040133
2019_1124_1181,0.17387470163898727
2019_1124_1192,0.91885864248226
2019_1124_1196,0.4076487239493653
2019_1124_1199,0.2995879561627814
2019_1124_1205,0.8714267870483295
2019_1124_1209,0.716747959863438
2019_1124_1211,0.18206038355172
2019_1124_1222,0.3037701773376382
2019_1124_1233,0.9109255733511284
2019_1124_1234,0.4902008026381139
2019_1124_1235,0.35256504809190753
2019_1124_1242,0.33479672334783345
2019_1124_1243,0.32929174982290965
2019_1124_1246,0.23526987297620536
2019_1124_1251,0.6250676412680443
2019_1124_1257,0.3503253438956278
2019_1124_1261,0.3562958164862079
2019_1124_1266,0.40035232228991374
2019_1124_1268,0.3716195129985047
2019_1124_1276,0.19908585386637082
2019_1124_1277,0.19121671208425037
2019_1124_1278,0.4938086293252638
2019_1124_1279,0.49563268567010393
2019_1124_1280,0.3679347846868949
2019_1124_1285,0.7660400498895941
2019_1124_1293,0.5290464276635298
2019_1124_1295,0.907684906428637
2019_1124_1297,0.7221230360900939
2019_1124_1300,0.9668129385306915
2019_1124_1305,0.386488701998921
2019_1124_1308,0.5218793889606953
2019_1124_1314,0.2111943802421074
2019_1124_1318,0.6641275051226495
2019_1124_1326,0.4812872807566162
2019_1124_1328,0.4578615111520371
2019_1124_1330,0.6883948743653652
2019_1124_1332,0.46843630117217777
2019_1124_1341,0.909956806214542
2019_1124_1345,0.27617224295629833
2019_1124_1371,0.5253997821258485
2019_1124_1385,0.6329705468424255
2019_1124_1387,0.6832779583606099
2019_1124_1388,0.44615154606486596
2019_1124_1393,0.4438686311078761
2019_1124_1396,0.6021378200641316
2019_1124_1397,0.25612388525538005
2019_1124_1403,0.22927616276417453
2019_1124_1414,0.6072834736614057
2019_1124_1416,0.47538658637345
2019_1124_1429,0.444294341151248
2019_1124_1433,0.42651996534111897
2019_1124_1436,0.6398544522064231
2019_1124_1437,0.40272161704280657
2019_1124_1438,0.14266283600407934
2019_1124_1439,0.2972576893011946
2019_1124_1449,0.48901011140607037
2019_1124_1458,0.28320453248274563
2019_1124_1459,0.37203875872220205
2019_1124_1463,0.6631747282942054
2019_1125_1133,0.8146068838972066
2019_1125_1138,0.30854518145692394
2019_1125_1153,0.36141002409835743
2019_1125_1159,0.7483515620110857
2019_1125_1181,0.14612678474118704
2019_1125_1192,0.9020349900143041
2019_1125_1196,0.35879671564910953
2019_1125_1199,0.258044481645997
2019_1125_1205,0.8464125519766861
2019_1125_1209,0.6729351700405073
2019_1125_1211,0.15324847431680638
2019_1125_1222,0.2618635834243085
2019_1125_1233,0.8926492631229463
2019_1125_1234,0.43878405312384694
2019_1125_1235,0.30689416517177875
2019_1125_1242,0.29039514875124467
2019_1125_1243,0.285307124212947
2019_1125_1246,0.20009730524129235
2019_1125_1251,0.5754732357154864
2019_1125_1257,0.30480799908824724
2019_1125_1261,0.31037333300699504
2019_1125_1266,0.3518553182143953
2019_1125_1268,0.3247182985737611
2019_1125_1276,0.1681334295064338
2019_1125_1277,0.1612414203368308
2019_1125_1278,0.4423418064596962
2019_1125_1279,0.44414255906246947
2019_1125_1280,0.3212608579620007
2019_1125_1285,0.7269470555345567
2019_1125_1293,0.47737049718131097
2019_1125_1295,0.888824826629841
2019_1125_1297,0.6787690333388118
2019_1125_1300,0.9594937056646516
2019_1125_1305,0.3387224484404849
2019_1125_1308,0.47020457184529973
2019_1125_1314,0.17877963092318805
2019_1125_1318,0.6165300915836726
2019_1125_1326,0.43001684582742256
2019_1125_1328,0.40712790363899926
2019_1125_1330,0.6423846468912328
2019_1125_1332,0.4174331630328436
2019_1125_1341,0.8915053985965744
2019_1125_1345,0.23677811999757128
2019_1125_1371,0.47372175798829624
2019_1125_1385,0.5837253261519544
2019_1125_1387,0.6369106949375831
2019_1125_1388,0.39576825435990987
2019_1125_1393,0.39355995082104195
2019_1125_1396,0.5516857426664393
2019_1125_1397,0.21872536646359028
2019_1125_1403,0.19477142927271546
2019_1125_1414,0.5570038509298876
2019_1125_1416,0.42423064690043716
2019_1125_1429,0.3939715917061886
2019_1125_1433,0.37684518975266007
2019_1125_1436,0.5909359556885719
2019_1125_1437,0.3541070910726624
2019_1125_1438,0.11917732933587374
2019_1125_1439,0.2559192815179326
2019_1125_1449,0.43761104654408145
2019_1125_1458,0.24314425937224557
2019_1125_1459,0.3251120079486126
2019_1125_1463,0.6155204608504666
2019_1133_1138,0.09219180598344061
2019_1133_1153,0.11410475220952242
2019_1133_1159,0.40362281910523057
2019_1133_1181,0.0374874668250696
2019_1133_1192,0.6769544378194725
2019_1133_1196,0.1129633465059582
2019_1133_1199,0.07334617849503296
2019_1133_1205,0.5563852521202061
2019_1133_1209,0.31891950781051087
2019_1133_1211,0.039559771753400905
2019_1133_1222,0.07470695503406871
2019_1133_1233,0.6542695536946473
2019_1133_1234,0.15105752326255345
2019_1133_1235,0.09154521644682627
2019_1133_1242,0.08520046757514739
2019_1133_1243,0.08328569864377072
2019_1133_1246,0.05386427098622438
2019_1133_1251,0.235769525502812
2019_1133_1257,0.09073129333038828
2019_1133_1261,0.0929102979869316
2019_1133_1266,0.10996230196148193
2019_1133_1268,0.09864210092333042
2019_1133_1276,0.04397568380974636
2019_1133_1277,0.04191661571556201
2019_1133_1278,0.1529180020533814
2019_1133_1279,0.153865614158689
2019_1133_1280,0.09724516267407489
2019_1133_1285,0.3772952617906748
2019_1133_1293,0.1721006325456925
2019_1133_1295,0.6453269562674507
2019_1133_1297,0.32473147573696054
2019_1133_1300,0.8435280029552634
2019_1133_1305,0.10440367069496355
2019_1133_1308,0.16804375921204276
2019_1133_1314,0.04720635194744869
2019_1133_1318,0.2678837177791899
2019_1133_1326,0.1465381847306085
2019_1133_1328,0.13516019016000533
2019_1133_1330,0.2901814303407346
2019_1133_1332,0.14020940424616432
2019_1133_1341,0.6515770951793123
2019_1133_1345,0.065948488543228
2019_1133_1371,0.17002610727431114
2019_1133_1385,0.2419263662579845
2019_1133_1387,0.2853142536849141
2019_1133_1388,0.12972851155184606
2019_1133_1393,0.12868849842504368
2019_1133_1396,0.21878716591047465
2019_1133_1397,0.05989817469273481
2019_1133_1403,0.05217671265443815
2019_1133_1414,0.22248880401276774
2019_1133_1416,0.14360537365752263
2019_1133_1429,0.12888197632106208
2019_1133_1433,0.12097888926069077
2019_1133_1436,0.247424390875487
2019_1133_1437,0.11093097953271312
2019_1133_1438,0.029872878626397203
2019_1133_1439,0.07259328606012683
2019_1133_1449,0.15044750138253027
2019_1133_1458,0.06813162501409858
2019_1133_1459,0.09880180644009763
2019_1133_1463,0.2670474271278982
2019_1138_1153,0.559142089036192
2019_1138_1159,0.8695255517877731
2019_1138_1181,0.2772031395714423
2019_1138_1192,0.9537779268070223
2019_1138_1196,0.5563446369238138
2019_1138_1199,0.43801380781146887
2019_1138_1205,0.9250944088234461
2019_1138_1209,0.821775178211866
2019_1138_1211,0.288554219346942
2019_1138_1222,0.44290647791852983
2019_1138_1233,0.9490696328093117
2019_1138_1234,0.6366450479316685
2019_1138_1235,0.4980626870717881
2019_1138_1242,0.4783796843622299
2019_1138_1243,0.47218967945762524
2019_1138_1246,0.3592189235330323
2019_1138_1251,0.7523430974680806
2019_1138_1257,0.495606229859483
2019_1138_1261,0.5021389748587183
2019_1138_1266,0.5488527939150522
2019_1138_1268,0.5186809406915454
2019_1138_1276,0.3117428891361971
2019_1138_1277,0.30109485106178885
2019_1138_1278,0.6399776521263064
2019_1138_1279,0.6416572144134502
2019_1138_1280,0.5147324913096452
2019_1138_1285,0.8564507219162449
2019_1138_1293,0.6718028831977034
2019_1138_1295,0.947136171538793
2019_1138_1297,0.8256420553813345
2019_1138_1300,0.9815103028621619
2019_1138_1305,0.5344298900788117
2019_1138_1308,0.6654344651973151
2019_1138_1314,0.3278980978976572
2019_1138_1318,0.7827520153180384
2019_1138_1326,0.6283507614388569
2019_1138_1328,0.6061313363618669
2019_1138_1330,0.8010165182927359
2019_1138_1332,0.6162380724292424
2019_1138_1341,0.9484922601917981
2019_1138_1345,0.41011383239829846
2019_1138_1371,0.6685691316501429
2019_1138_1385,0.7585993354651573
2019_1138_1387,0.7972041673717899
2019_1138_1388,0.594789646003248
2019_1138_1393,0.5925598911505019
2019_1138_1396,0.7338832026260772
2019_1138_1397,0.38552093665045456
2019_1138_1403,0.3515189877404821
2019_1138_1414,0.7380661655093933
2019_1138_1416,0.622811913281799
2019_1138_1429,0.5929761531150205
2019_1138_1433,0.5754127170425023
2019_1138_1436,0.764005480763302
2019_1138_1437,0.5512929561991877
2019_1138_1438,0.23266687674285433
2019_1138_1439,0.43527596012406605
2019_1138_1449,0.6355420934933318
2019_1138_1458,0.418584400961539
2019_1138_1459,0.5191290316083095
2019_1138_1463,0.7820252982888767
2019_1153_1159,0.8401157708206142
2019_1153_1181,0.232177180333984
2019_1153_1192,0.9420944779217407
2019_1153_1196,0.49716485749555533
2019_1153_1199,0.38062236621423934
2019_1153_1205,0.9068686422068808
2019_1153_1209,0.7842724937030796
2019_1153_1211,0.2423025889648359
2019_1153_1222,0.38531350198780984
2019_1153_1233,0.9362755931277077
2019_1153_1234,0.5800921035631383
2019_1153_1235,0.4389486784059956
2019_1153_1242,0.4196486663660514
2019_1153_1243,0.4136160134918921
2019_1153_1246,0.3065206280585905
2019_1153_1251,0.7054667089818214
2019_1153_1257,0.4365302130941654
2019_1153_1261,0.4429681271323547
2019_1153_1266,0.4895905024311582
2019_1153_1268,0.459359348110724
2019_1153_1276,0.26314919302907497
2019_1153_1277,0.2535494885919442
2019_1153_1278,0.5836041500649097
2019_1153_1279,0.5853763189812214
2019_1153_1280,0.4554351835737047
2019_1153_1285,0.8246879887773224
2019_1153_1293,0.6174337613710507
2019_1153_1295,0.9338902662725802
2019_1153_1297,0.788743877057408
2019_1153_1300,0.9766652034076233
2019_1153_1305,0.47508496806441486
2019_1153_1308,0.610621826702557
2019_1153_1314,0.27780260812195584
2019_1153_1318,0.7396395305064491
2019_1153_1326,0.5713760107269309
2019_1153_1328,0.5481995056585994
2019_1153_1330,0.7604192056190604
2019_1153_1332,0.5587105172978922
2019_1153_1341,0.9355630282087446
2019_1153_1345,0.3540748237558495
2019_1153_1371,0.6139721296214073
2019_1153_1385,0.7124545322164282
2019_1153_1387,0.7560659121773721
2019_1153_1388,0.5364653634802675
2019_1153_1393,0.5341660256454975
2019_1153_1396,0.6849757893520865
2019_1153_1397,0.3309569839275902
2019_1153_1403,0.29942245551726693
2019_1153_1414,0.6896023589147292
2019_1153_1416,0.565575101666906
2019_1153_1429,0.5345950894177253
2019_1153_1433,0.5165662743627791
2019_1153_1436,0.7185106247131794
2019_1153_1437,0.4920545551656057
2019_1153_1438,0.19294386995276006
2019_1153_1439,0.37800196056356394
2019_1153_1449,0.5789310211899984
2019_1153_1458,0.3620984405123914
2019_1153_1459,0.4598051483446603
2019_1153_1463,0.7388167186545652
2019_1159_1181,0.054415626319133846
2019_1159_1192,0.7558756710953413
2019_1159_1196,0.15836629233995345
2019_1159_1199,0.10470550774753161
2019_1159_1205,0.6495116081585809
2019_1159_1209,0.4089390345096579
2019_1159_1211,0.05736794381423423
2019_1159_1222,0.10658117006301772
2019_1159_1233,0.7365762254601825
2019_1159_1234,0.20817817928195953
2019_1159_1235,0.12959736756649126
2019_1159_1242,0.12096649997927396
2019_1159_1243,0.11835192702212234
2019_1159_1246,0.07759152246556406
2019_1159_1251,0.31310862223703323
2019_1159_1257,0.12849297734228182
2019_1159_1261,0.13144776417616258
2019_1159_1266,0.15436896094275748
2019_1159_1268,0.13919219541322023
2019_1159_1276,0.06363999852170651
2019_1159_1277,0.06071866830353981
2019_1159_1278,0.21056767920355673
2019_1159_1279,0.21178322136254518
2019_1159_1280,0.13730847915815
2019_1159_1285,0.4723642600194682
2019_1159_1293,0.2349760470116526
2019_1159_1295,0.728880360057412
2019_1159_1297,0.4153909654029025
2019_1159_1300,0.8884598365896096
2019_1159_1305,0.14693614704629113
2019_1159_1308,0.2298485165708175
2019_1159_1314,0.06821222844370174
2019_1159_1318,0.3509200016840215
2019_1159_1326,0.20235725371989674
2019_1159_1328,0.18759784062785853
2019_1159_1330,0.3765742615404176
2019_1159_1332,0.19416618063090732
2019_1159_1341,0.7342644107030922
2019_1159_1345,0.09446735879499234
2019_1159_1371,0.23235632565592623
2019_1159_1385,0.32043826491554855
2019_1159_1387,0.3710154366705862
2019_1159_1388,0.18049866342917958
2019_1159_1393,0.17913541360936439
2019_1159_1396,0.2926890615016372
2019_1159_1397,0.0860416520748702
2019_1159_1403,0.07521969289751311
2019_1159_1414,0.2971654222041555
2019_1159_1416,0.19856720113750484
2019_1159_1429,0.1793891211316438
2019_1159_1433,0.16898973353576055
2019_1159_1436,0.3269510145671786
2019_1159_1437,0.15566040940149348
2019_1159_1438,0.04351799485401121
2019_1159_1439,0.10366672613749638
2019_1159_1449,0.20739383726292981
2019_1159_1458,0.09749603160369434
2019_1159_1459,0.13940739913856098
2019_1159_1463,0.34994839384713766
2019_1181_1192,0.9817532604074323
2019_1181_1196,0.7657954286069608
2019_1181_1199,0.6702140546555875
2019_1181_1205,0.9698818844129775
2019_1181_1209,0.9232113433370018
2019_1181_1211,0.5139873474440939
2019_1181_1222,0.6745870437618443
2019_1181_1233,0.9798343530377663
2019_1181_1234,0.820422456729168
2019_1181_1235,0.7212420409907494
2019_1181_1242,0.7051294540029842
2019_1181_1243,0.6999424837992512
2019_1181_1246,0.5937824979225509
2019_1181_1251,0.8879060256387966
2019_1181_1257,0.7192621674170029
2019_1181_1261,0.7245083864690742
2019_1181_1266,0.7603167355382556
2019_1181_1268,0.7375239571651588
2019_1181_1276,0.5415034070246344
2019_1181_1277,0.5290399045670762
2019_1181_1278,0.8225393382297447
2019_1181_1279,0.8236019706133046
2019_1181_1280,0.7344516487344304
2019_1181_1285,0.9396018985964371
2019_1181_1293,0.8422055373282621
2019_1181_1295,0.9790430183895852
2019_1181_1297,0.9250780489246385
2019_1181_1300,0.9928271893695638
2019_1181_1305,0.7495695842459436
2019_1181_1308,0.8383480224297911
2019_1181_1314,0.5598795205336735
2019_1181_1318,0.9037980790352762
2019_1181_1326,0.8151049097186727
2019_1181_1328,0.8005059214105287
2019_1181_1330,0.9130168530335054
2019_1181_1332,0.8072113764045854
2019_1181_1341,0.9795982477335033
2019_1181_1345,0.6444852913774469
2019_1181_1371,0.8402515279812324
2019_1181_1385,0.89123280346063
2019_1181_1387,0.9111122114260954
2019_1181_1388,0.7928484890489008
2019_1181_1393,0.7913262319786479
2019_1181_1396,0.8779109844329315
2019_1181_1397,0.6206247574620797
2019_1181_1403,0.5856499731278269
2019_1181_1414,0.8801996070643374
2019_1181_1416,0.811514442768907
2019_1181_1429,0.7916108388047693
2019_1181_1433,0.779430408099875
2019_1181_1436,0.8940833538498015
2019_1181_1437,0.7621088788134214
2019_1181_1438,0.44153538099657147
2019_1181_1439,0.6677493517642257
2019_1181_1449,0.8197193853796696
2019_1181_1458,0.6524425070834542
2019_1181_1459,0.737871275762463
2019_1181_1463,0.9034263168094295
2019_1192_1196,0.057289571716664475
2019_1192_1199,0.0363964997171861
2019_1192_1205,0.374417158369976
2019_1192_1209,0.1826404833684573
2019_1192_1211,0.019276635578535872
2019_1192_1222,0.03709920171813115
2019_1192_1233,0.4745326508789317
2019_1192_1234,0.07826564205615415
2019_1192_1235,0.0458813315706193
2019_1192_1242,0.042553176729733695
2019_1192_1243,0.041553314105477836
2019_1192_1246,0.026448885820117556
2019_1192_1251,0.1283270387839255
2019_1192_1257,0.045453090050248474
2019_1192_1261,0.04660042226748415
2019_1192_1266,0.055674753401702956
2019_1192_1268,0.04963160393953182
2019_1192_1276,0.0214790501178342
2019_1192_1277,0.02045080626403914
2019_1192_1278,0.07931334921189304
2019_1192_1279,0.079847837976795
2019_1192_1280,0.048891089328326684
2019_1192_1285,0.22428597004695344
2019_1192_1293,0.09024641746381004
2019_1192_1295,0.4647443766951094
2019_1192_1297,0.1866495233772763
2019_1192_1300,0.7200880479032383
2019_1192_1305,0.052697892488010184
2019_1192_1308,0.08791417243650439
2019_1192_1314,0.023096934332852318
2019_1192_1318,0.14865313523187879
2019_1192_1326,0.0757298215312369
2019_1192_1328,0.0694026737832036
2019_1192_1330,0.16323932875400746
2019_1192_1332,0.07220044798461668
2019_1192_1341,0.4715709691830153
2019_1192_1345,0.032594465740598697
2019_1192_1371,0.08905244261683487
2019_1192_1385,0.13216336044649768
2019_1192_1387,0.16002133328535564
2019_1192_1388,0.06641066683006937
2019_1192_1393,0.06583986006442656
2019_1192_1396,0.11788988777132174
2019_1192_1397,0.02950748287316715
2019_1192_1403,0.02559700935064958
2019_1192_1414,0.12014699472525042
2019_1192_1416,0.07409114014871224
2019_1192_1429,0.06594599919044429
2019_1192_1433,0.06162913643846294
2019_1192_1436,0.13561314968480623
2019_1192_1437,0.05619539676543123
2019_1192_1438,0.014481530929185403
2019_1192_1439,0.0360081542985007
2019_1192_1449,0.07792259684374984
2019_1192_1458,0.03371331435277533
2019_1192_1459,0.04971633621438348
2019_1192_1463,0.1481137603385042
2019_1196_1199,0.38329960989225687
2019_1196_1205,0.9078220763061048
2019_1196_1209,0.7861850945106035
2019_1196_1211,0.24439080133731833
2019_1196_1222,0.38800307193622224
2019_1196_1233,0.9369489041364852
2019_1196_1234,0.5828520865379809
2019_1196_1235,0.44174358207702635
2019_1196_1242,0.4224132038165248
2019_1196_1243,0.4163693217068566
2019_1196_1246,0.30893662819971063
2019_1196_1251,0.7078176937246906
2019_1196_1257,0.43932177568905373
2019_1196_1261,0.44576828955177356
2019_1196_1266,0.49242484743070614
2019_1196_1268,0.46217715468828413
2019_1196_1276,0.2653541465941523
2019_1196_1277,0.2557019184717122
2019_1196_1278,0.5863575093732954
2019_1196_1279,0.5881262301060868
2019_1196_1280,0.45824932173471017
2019_1196_1285,0.8263216228967997
2019_1196_1293,0.6201090380770633
2019_1196_1295,0.9345870197722003
2019_1196_1297,0.7906274185095599
2019_1196_1300,0.9769222773386541
2019_1196_1305,0.47791396670211267
2019_1196_1308,0.6133149059239451
2019_1196_1314,0.2800836734078481
2019_1196_1318,0.7418175720969904
2019_1196_1326,0.574151226638857
2019_1196_1328,0.5510068631262803
2019_1196_1330,0.7624792379144719
2019_1196_1332,0.5615048046152396
2019_1196_1341,0.9362433554749634
2019_1196_1345,0.3566728664901669
2019_1196_1371,0.6166565840740094
2019_1196_1385,0.7147722910281139
2019_1196_1387,0.7581514711830567
2019_1196_1388,0.5392843566252691
2019_1196_1393,0.5369869333916145
2019_1196_1396,0.6874178629663913
2019_1196_1397,0.33347297264006787
2019_1196_1403,0.3018068566575592
2019_1196_1414,0.6920246928266849
2019_1196_1416,0.5683595030439773
2019_1196_1429,0.5374156489827666
2019_1196_1433,0.5193978692154878
2019_1196_1436,0.7207986984006859
2019_1196_1437,0.49488933392293094
2019_1196_1438,0.19471601563403274
2019_1196_1439,0.3806721007954513
2019_1196_1449,0.5816931325848191
2019_1196_1458,0.3647221138750383
2019_1196_1459,0.462623349544084
2019_1196_1463,0.7409992331569711
2019_1199_1205,0.9406375201941937
2019_1199_1209,0.8554063568177636
2019_1199_1211,0.3422714929694217
2019_1199_1222,0.5049632702169045
2019_1199_1233,0.9598537173417431
2019_1199_1234,0.6921223568780861
2019_1199_1235,0.5600780771915288
2019_1199_1242,0.540583772377346
2019_1199_1243,0.5344135081309592
2019_1199_1246,0.41835556451851524
2019_1199_1251,0.7958208594011514
2019_1199_1257,0.5576555725558362
2019_1199_1261,0.5640915155506224
2019_1199_1266,0.609512812102598
2019_1199_1268,0.5802955540348963
2019_1199_1276,0.3675468214698711
2019_1199_1277,0.35597856813138234
2019_1199_1278,0.6951897494211766
2019_1199_1279,0.6967337946482939
2019_1199_1280,0.5764397987698453
2019_1199_1285,0.88445858265611
2019_1199_1293,0.7242373823648114
2019_1199_1295,0.9583116676786537
2019_1199_1297,0.8586690436343071
2019_1199_1300,0.9855300719218992
2019_1199_1305,0.595600305081738
2019_1199_1308,0.7184600213206396
2019_1199_1314,0.3849763399349153
2019_1199_1318,0.8221532622108029
2019_1199_1326,0.684466807732461
2019_1199_1328,0.6638073028039081
2019_1199_1330,0.8377916713824283
2019_1199_1332,0.6732319249231608
2019_1199_1341,0.9593933678855286
2019_1199_1345,0.4714643930681976
2019_1199_1371,0.7213059459918691
2019_1199_1385,0.8012688960802745
2019_1199_1387,0.8345383592183533
2019_1199_1388,0.6531761213208008
2019_1199_1393,0.6510791758949955
2019_1199_1396,0.7796525608637017
2019_1199_1397,0.4459739585563342
